vocabulary size: 223
n tunes: 26273
n train tunes: 24929.0
n validation tunes: 1344.0
158/38951 (epoch 0.406) train_loss=350.46221924 time/batch=0.51s
159/38951 (epoch 0.408) train_loss=500.71398926 time/batch=0.64s
160/38951 (epoch 0.411) train_loss=737.57208252 time/batch=0.91s
161/38951 (epoch 0.413) train_loss=519.15673828 time/batch=0.70s
162/38951 (epoch 0.416) train_loss=252.20195007 time/batch=0.38s
163/38951 (epoch 0.418) train_loss=702.03210449 time/batch=0.82s
164/38951 (epoch 0.421) train_loss=427.28002930 time/batch=0.60s
165/38951 (epoch 0.424) train_loss=346.31060791 time/batch=0.48s
166/38951 (epoch 0.426) train_loss=321.62274170 time/batch=0.45s
167/38951 (epoch 0.429) train_loss=677.38500977 time/batch=0.80s
168/38951 (epoch 0.431) train_loss=226.05755615 time/batch=0.38s
169/38951 (epoch 0.434) train_loss=568.02423096 time/batch=0.68s
170/38951 (epoch 0.436) train_loss=527.95068359 time/batch=0.69s
171/38951 (epoch 0.439) train_loss=258.85113525 time/batch=0.38s
172/38951 (epoch 0.442) train_loss=426.81378174 time/batch=0.54s
173/38951 (epoch 0.444) train_loss=328.46060181 time/batch=0.46s
174/38951 (epoch 0.447) train_loss=332.84667969 time/batch=0.45s
175/38951 (epoch 0.449) train_loss=743.67059326 time/batch=0.89s
176/38951 (epoch 0.452) train_loss=575.52142334 time/batch=0.77s
177/38951 (epoch 0.454) train_loss=707.75378418 time/batch=0.90s
178/38951 (epoch 0.457) train_loss=816.95019531 time/batch=1.04s
179/38951 (epoch 0.460) train_loss=276.89849854 time/batch=0.46s
180/38951 (epoch 0.462) train_loss=281.64834595 time/batch=0.37s
181/38951 (epoch 0.465) train_loss=660.32702637 time/batch=0.78s
182/38951 (epoch 0.467) train_loss=772.08374023 time/batch=0.96s
183/38951 (epoch 0.470) train_loss=476.57366943 time/batch=0.65s
184/38951 (epoch 0.472) train_loss=903.89050293 time/batch=1.08s
185/38951 (epoch 0.475) train_loss=315.82760620 time/batch=0.52s
186/38951 (epoch 0.478) train_loss=274.40228271 time/batch=0.39s
187/38951 (epoch 0.480) train_loss=390.47802734 time/batch=0.50s
188/38951 (epoch 0.483) train_loss=476.33807373 time/batch=0.61s
189/38951 (epoch 0.485) train_loss=663.55560303 time/batch=0.82s
190/38951 (epoch 0.488) train_loss=683.65417480 time/batch=0.89s
191/38951 (epoch 0.490) train_loss=523.97766113 time/batch=0.71s
192/38951 (epoch 0.493) train_loss=381.48904419 time/batch=0.53s
193/38951 (epoch 0.495) train_loss=610.69097900 time/batch=0.76s
194/38951 (epoch 0.498) train_loss=378.31793213 time/batch=0.53s
195/38951 (epoch 0.501) train_loss=670.06945801 time/batch=0.82s
196/38951 (epoch 0.503) train_loss=443.65350342 time/batch=0.62s
197/38951 (epoch 0.506) train_loss=198.39321899 time/batch=0.33s
198/38951 (epoch 0.508) train_loss=265.40844727 time/batch=0.35s
199/38951 (epoch 0.511) train_loss=423.28915405 time/batch=0.56s
200/38951 (epoch 0.513) train_loss=397.09976196 time/batch=0.53s
201/38951 (epoch 0.516) train_loss=1054.56542969 time/batch=1.22s
202/38951 (epoch 0.519) train_loss=470.28790283 time/batch=0.71s
203/38951 (epoch 0.521) train_loss=323.82080078 time/batch=0.47s
204/38951 (epoch 0.524) train_loss=443.07760620 time/batch=0.57s
205/38951 (epoch 0.526) train_loss=529.25976562 time/batch=0.68s
206/38951 (epoch 0.529) train_loss=168.84585571 time/batch=0.29s
207/38951 (epoch 0.531) train_loss=392.33731079 time/batch=0.48s
208/38951 (epoch 0.534) train_loss=370.52664185 time/batch=0.50s
209/38951 (epoch 0.537) train_loss=171.06535339 time/batch=0.26s
210/38951 (epoch 0.539) train_loss=504.44436646 time/batch=0.62s
211/38951 (epoch 0.542) train_loss=326.18707275 time/batch=0.47s
212/38951 (epoch 0.544) train_loss=386.72839355 time/batch=0.50s
213/38951 (epoch 0.547) train_loss=329.22528076 time/batch=0.45s
214/38951 (epoch 0.549) train_loss=468.56707764 time/batch=0.60s
215/38951 (epoch 0.552) train_loss=217.26040649 time/batch=0.34s
216/38951 (epoch 0.555) train_loss=264.63690186 time/batch=0.36s
217/38951 (epoch 0.557) train_loss=333.94537354 time/batch=0.45s
218/38951 (epoch 0.560) train_loss=246.68838501 time/batch=0.35s
219/38951 (epoch 0.562) train_loss=424.45623779 time/batch=0.53s
220/38951 (epoch 0.565) train_loss=364.07882690 time/batch=0.50s
221/38951 (epoch 0.567) train_loss=401.81353760 time/batch=0.53s
222/38951 (epoch 0.570) train_loss=278.90173340 time/batch=0.40s
223/38951 (epoch 0.573) train_loss=539.38128662 time/batch=0.65s
224/38951 (epoch 0.575) train_loss=423.02990723 time/batch=0.59s
225/38951 (epoch 0.578) train_loss=893.95288086 time/batch=1.09s
226/38951 (epoch 0.580) train_loss=225.31938171 time/batch=0.41s
227/38951 (epoch 0.583) train_loss=606.90563965 time/batch=0.74s
228/38951 (epoch 0.585) train_loss=682.95715332 time/batch=0.87s
229/38951 (epoch 0.588) train_loss=297.84887695 time/batch=0.46s
230/38951 (epoch 0.590) train_loss=784.57867432 time/batch=0.99s
231/38951 (epoch 0.593) train_loss=427.94323730 time/batch=0.63s
232/38951 (epoch 0.596) train_loss=729.34039307 time/batch=0.89s
233/38951 (epoch 0.598) train_loss=367.28393555 time/batch=0.55s
234/38951 (epoch 0.601) train_loss=530.60388184 time/batch=0.65s
235/38951 (epoch 0.603) train_loss=428.41448975 time/batch=0.59s
236/38951 (epoch 0.606) train_loss=430.45501709 time/batch=0.56s
237/38951 (epoch 0.608) train_loss=290.76153564 time/batch=0.41s
238/38951 (epoch 0.611) train_loss=387.40994263 time/batch=0.50s
239/38951 (epoch 0.614) train_loss=263.89916992 time/batch=0.38s
240/38951 (epoch 0.616) train_loss=249.91351318 time/batch=0.34s
241/38951 (epoch 0.619) train_loss=517.23901367 time/batch=0.64s
242/38951 (epoch 0.621) train_loss=377.80410767 time/batch=0.53s
243/38951 (epoch 0.624) train_loss=412.26138306 time/batch=0.52s
244/38951 (epoch 0.626) train_loss=568.18847656 time/batch=0.71s
245/38951 (epoch 0.629) train_loss=338.28662109 time/batch=0.49s
246/38951 (epoch 0.632) train_loss=290.43515015 time/batch=0.40s
247/38951 (epoch 0.634) train_loss=342.29336548 time/batch=0.46s
248/38951 (epoch 0.637) train_loss=426.61489868 time/batch=0.54s
249/38951 (epoch 0.639) train_loss=236.89514160 time/batch=0.35s
250/38951 (epoch 0.642) train_loss=260.54095459 time/batch=0.35s
251/38951 (epoch 0.644) train_loss=417.04986572 time/batch=0.53s
252/38951 (epoch 0.647) train_loss=423.91821289 time/batch=0.56s
253/38951 (epoch 0.650) train_loss=304.77343750 time/batch=0.42s
254/38951 (epoch 0.652) train_loss=416.95275879 time/batch=0.53s
255/38951 (epoch 0.655) train_loss=644.49310303 time/batch=0.79s
256/38951 (epoch 0.657) train_loss=588.54364014 time/batch=0.75s
257/38951 (epoch 0.660) train_loss=369.75860596 time/batch=0.52s
258/38951 (epoch 0.662) train_loss=510.75747681 time/batch=0.65s
259/38951 (epoch 0.665) train_loss=425.93746948 time/batch=0.57s
260/38951 (epoch 0.667) train_loss=530.39288330 time/batch=0.68s
261/38951 (epoch 0.670) train_loss=539.63000488 time/batch=0.69s
262/38951 (epoch 0.673) train_loss=250.71133423 time/batch=0.39s
263/38951 (epoch 0.675) train_loss=643.58477783 time/batch=0.75s
264/38951 (epoch 0.678) train_loss=716.02722168 time/batch=0.91s
265/38951 (epoch 0.680) train_loss=237.86260986 time/batch=0.38s
266/38951 (epoch 0.683) train_loss=476.34808350 time/batch=0.60s
267/38951 (epoch 0.685) train_loss=595.59869385 time/batch=0.74s
268/38951 (epoch 0.688) train_loss=640.28503418 time/batch=0.82s
269/38951 (epoch 0.691) train_loss=338.74020386 time/batch=0.51s
270/38951 (epoch 0.693) train_loss=671.43176270 time/batch=0.81s
271/38951 (epoch 0.696) train_loss=590.20855713 time/batch=0.76s
272/38951 (epoch 0.698) train_loss=370.28918457 time/batch=0.53s
273/38951 (epoch 0.701) train_loss=325.34512329 time/batch=0.45s
274/38951 (epoch 0.703) train_loss=467.75540161 time/batch=0.59s
275/38951 (epoch 0.706) train_loss=319.44897461 time/batch=0.45s
276/38951 (epoch 0.709) train_loss=535.81213379 time/batch=0.66s
277/38951 (epoch 0.711) train_loss=498.53198242 time/batch=0.64s
278/38951 (epoch 0.714) train_loss=342.79028320 time/batch=0.48s
279/38951 (epoch 0.716) train_loss=417.38653564 time/batch=0.55s
280/38951 (epoch 0.719) train_loss=312.67681885 time/batch=0.44s
281/38951 (epoch 0.721) train_loss=354.27838135 time/batch=0.47s
282/38951 (epoch 0.724) train_loss=678.13671875 time/batch=0.81s
283/38951 (epoch 0.727) train_loss=459.06036377 time/batch=0.62s
284/38951 (epoch 0.729) train_loss=247.14854431 time/batch=0.36s
285/38951 (epoch 0.732) train_loss=440.15124512 time/batch=0.57s
286/38951 (epoch 0.734) train_loss=330.09753418 time/batch=0.48s
287/38951 (epoch 0.737) train_loss=252.75840759 time/batch=0.35s
288/38951 (epoch 0.739) train_loss=542.91986084 time/batch=0.65s
289/38951 (epoch 0.742) train_loss=642.96380615 time/batch=0.83s
290/38951 (epoch 0.745) train_loss=463.91473389 time/batch=0.65s
291/38951 (epoch 0.747) train_loss=314.66510010 time/batch=0.45s
292/38951 (epoch 0.750) train_loss=354.02700806 time/batch=0.46s
293/38951 (epoch 0.752) train_loss=542.97363281 time/batch=0.67s
294/38951 (epoch 0.755) train_loss=494.55142212 time/batch=0.65s
295/38951 (epoch 0.757) train_loss=461.22644043 time/batch=0.62s
296/38951 (epoch 0.760) train_loss=760.08349609 time/batch=0.93s
297/38951 (epoch 0.762) train_loss=506.64202881 time/batch=0.70s
298/38951 (epoch 0.765) train_loss=242.98492432 time/batch=0.37s
299/38951 (epoch 0.768) train_loss=352.77151489 time/batch=0.47s
300/38951 (epoch 0.770) train_loss=609.48254395 time/batch=0.77s
301/38951 (epoch 0.773) train_loss=449.80535889 time/batch=0.62s
302/38951 (epoch 0.775) train_loss=525.30914307 time/batch=0.66s
303/38951 (epoch 0.778) train_loss=224.15589905 time/batch=0.36s
304/38951 (epoch 0.780) train_loss=317.34353638 time/batch=0.41s
305/38951 (epoch 0.783) train_loss=366.28030396 time/batch=0.49s
306/38951 (epoch 0.786) train_loss=307.40933228 time/batch=0.44s
307/38951 (epoch 0.788) train_loss=424.69177246 time/batch=0.55s
308/38951 (epoch 0.791) train_loss=331.44561768 time/batch=0.46s
309/38951 (epoch 0.793) train_loss=361.49969482 time/batch=0.48s
310/38951 (epoch 0.796) train_loss=329.91992188 time/batch=0.45s
311/38951 (epoch 0.798) train_loss=356.85726929 time/batch=0.48s
312/38951 (epoch 0.801) train_loss=387.65341187 time/batch=0.51s
313/38951 (epoch 0.804) train_loss=226.66754150 time/batch=0.35s
314/38951 (epoch 0.806) train_loss=421.55419922 time/batch=0.53s
315/38951 (epoch 0.809) train_loss=355.97695923 time/batch=0.49s
316/38951 (epoch 0.811) train_loss=636.60302734 time/batch=0.80s
317/38951 (epoch 0.814) train_loss=361.45843506 time/batch=0.52s
318/38951 (epoch 0.816) train_loss=387.30880737 time/batch=0.52s
319/38951 (epoch 0.819) train_loss=363.84774780 time/batch=0.49s
320/38951 (epoch 0.822) train_loss=508.95245361 time/batch=0.65s
321/38951 (epoch 0.824) train_loss=324.25756836 time/batch=0.47s
322/38951 (epoch 0.827) train_loss=330.10159302 time/batch=0.45s
323/38951 (epoch 0.829) train_loss=415.71740723 time/batch=0.55s
324/38951 (epoch 0.832) train_loss=438.92846680 time/batch=0.57s
325/38951 (epoch 0.834) train_loss=341.73263550 time/batch=0.47s
326/38951 (epoch 0.837) train_loss=383.35919189 time/batch=0.50s
327/38951 (epoch 0.840) train_loss=540.61230469 time/batch=0.69s
328/38951 (epoch 0.842) train_loss=333.62042236 time/batch=0.48s
329/38951 (epoch 0.845) train_loss=504.78024292 time/batch=0.64s
330/38951 (epoch 0.847) train_loss=461.04269409 time/batch=0.62s
331/38951 (epoch 0.850) train_loss=297.41784668 time/batch=0.43s
332/38951 (epoch 0.852) train_loss=434.96987915 time/batch=0.57s
333/38951 (epoch 0.855) train_loss=326.13360596 time/batch=0.46s
334/38951 (epoch 0.857) train_loss=515.53247070 time/batch=0.64s
335/38951 (epoch 0.860) train_loss=494.28894043 time/batch=0.66s
336/38951 (epoch 0.863) train_loss=554.56311035 time/batch=0.70s
337/38951 (epoch 0.865) train_loss=499.13796997 time/batch=0.66s
338/38951 (epoch 0.868) train_loss=338.05126953 time/batch=0.49s
339/38951 (epoch 0.870) train_loss=402.52301025 time/batch=0.52s
340/38951 (epoch 0.873) train_loss=411.22332764 time/batch=0.54s
341/38951 (epoch 0.875) train_loss=385.07495117 time/batch=0.51s
342/38951 (epoch 0.878) train_loss=480.95089722 time/batch=0.62s
343/38951 (epoch 0.881) train_loss=363.65960693 time/batch=0.52s
344/38951 (epoch 0.883) train_loss=566.55090332 time/batch=0.72s
345/38951 (epoch 0.886) train_loss=451.94201660 time/batch=0.62s
346/38951 (epoch 0.888) train_loss=245.09539795 time/batch=0.37s
347/38951 (epoch 0.891) train_loss=458.41278076 time/batch=0.58s
348/38951 (epoch 0.893) train_loss=383.04406738 time/batch=0.52s
349/38951 (epoch 0.896) train_loss=321.21685791 time/batch=0.45s
350/38951 (epoch 0.899) train_loss=432.33203125 time/batch=0.57s
351/38951 (epoch 0.901) train_loss=419.38439941 time/batch=0.54s
352/38951 (epoch 0.904) train_loss=498.69470215 time/batch=0.65s
353/38951 (epoch 0.906) train_loss=428.44406128 time/batch=0.60s
354/38951 (epoch 0.909) train_loss=430.26104736 time/batch=0.58s
355/38951 (epoch 0.911) train_loss=405.31842041 time/batch=0.53s
356/38951 (epoch 0.914) train_loss=338.43472290 time/batch=0.47s
357/38951 (epoch 0.917) train_loss=383.87121582 time/batch=0.51s
358/38951 (epoch 0.919) train_loss=557.76104736 time/batch=0.69s
359/38951 (epoch 0.922) train_loss=347.32238770 time/batch=0.48s
360/38951 (epoch 0.924) train_loss=395.77905273 time/batch=0.52s
361/38951 (epoch 0.927) train_loss=415.80340576 time/batch=0.56s
362/38951 (epoch 0.929) train_loss=693.01635742 time/batch=0.84s
363/38951 (epoch 0.932) train_loss=508.96469116 time/batch=0.72s
364/38951 (epoch 0.934) train_loss=432.87600708 time/batch=0.60s
365/38951 (epoch 0.937) train_loss=337.73446655 time/batch=0.47s
366/38951 (epoch 0.940) train_loss=344.41119385 time/batch=0.47s
367/38951 (epoch 0.942) train_loss=504.67651367 time/batch=0.68s
368/38951 (epoch 0.945) train_loss=432.69888306 time/batch=0.58s
369/38951 (epoch 0.947) train_loss=317.86227417 time/batch=0.47s
370/38951 (epoch 0.950) train_loss=430.39898682 time/batch=0.57s
371/38951 (epoch 0.952) train_loss=440.75286865 time/batch=0.60s
372/38951 (epoch 0.955) train_loss=339.42663574 time/batch=0.49s
373/38951 (epoch 0.958) train_loss=336.46679688 time/batch=0.47s
374/38951 (epoch 0.960) train_loss=657.27221680 time/batch=0.83s
375/38951 (epoch 0.963) train_loss=431.98077393 time/batch=0.62s
376/38951 (epoch 0.965) train_loss=346.93426514 time/batch=0.49s
377/38951 (epoch 0.968) train_loss=322.83880615 time/batch=0.45s
378/38951 (epoch 0.970) train_loss=427.61853027 time/batch=0.57s
379/38951 (epoch 0.973) train_loss=335.47570801 time/batch=0.48s
380/38951 (epoch 0.976) train_loss=464.68673706 time/batch=0.58s
381/38951 (epoch 0.978) train_loss=440.13424683 time/batch=0.60s
382/38951 (epoch 0.981) train_loss=426.85305786 time/batch=0.57s
383/38951 (epoch 0.983) train_loss=434.99401855 time/batch=0.59s
384/38951 (epoch 0.986) train_loss=398.60937500 time/batch=0.53s
385/38951 (epoch 0.988) train_loss=408.96890259 time/batch=0.57s
386/38951 (epoch 0.991) train_loss=405.10079956 time/batch=0.58s
387/38951 (epoch 0.994) train_loss=482.13830566 time/batch=0.84s
388/38951 (epoch 0.996) train_loss=368.57736206 time/batch=0.61s
389/38951 (epoch 0.999) train_loss=432.28100586 time/batch=0.60s
